Low;Low;Low;Win
Low;Low;Moderate;Win
Low;Low;Optimis;Lose
Low;Moderate;Moderate;Win
Low;Moderate;Optimis;Lose
Low;Moderate;Low;Win
Low;Optimis;Optimis;Win
Low;Optimis;Moderate;Win
Low;Optimis;Low;Win
Moderate;Optimis;Optimis;Lose
Moderate;Optimis;Moderate;Lose
Moderate;Optimis;Low;Win
Moderate;Moderate;Moderate;Win
Moderate;Moderate;Optimis;Win
Moderate;Moderate;Low;Win
Moderate;Low;Low;Win
Moderate;Low;Optimis;Lose
Moderate;Low;Moderate;Lose
Optimis;Optimis;Optimis;Lose
Optimis;Optimis;Moderate;Win
Optimis;Optimis;Low;Win
Optimis;Moderate;Optimis;Lose
Optimis;Moderate;Moderate;Win
Optimis;Moderate;Low;Win
Optimis;Low;Optimis;Lose
Optimis;Low;Low;Win
Optimis;Low;Moderate;Win
Optimis;Moderate;Low;Win
Moderate;Optimis;Low;Win
Optimis;Optimis;Optimis;Win
Low;Low;Low;Win
Low;Low;Moderate;Win
Low;Low;Optimis;Lose
Low;Moderate;Moderate;Win
Low;Moderate;Optimis;Lose
Low;Moderate;Low;Win
Low;Optimis;Optimis;Win
Low;Optimis;Moderate;Win
Low;Optimis;Low;Win
Moderate;Optimis;Optimis;Lose
Moderate;Optimis;Moderate;Lose
Moderate;Optimis;Low;Win
Moderate;Moderate;Moderate;Win
Moderate;Moderate;Optimis;Win
Moderate;Moderate;Low;Win
Moderate;Low;Low;Win
Moderate;Low;Optimis;Lose
Moderate;Low;Moderate;Lose
Optimis;Optimis;Optimis;Lose
Optimis;Optimis;Moderate;Win
Optimis;Optimis;Low;Win
Optimis;Moderate;Optimis;Lose
Optimis;Moderate;Moderate;Win
Optimis;Moderate;Low;Win
Optimis;Low;Optimis;Lose
Optimis;Low;Low;Win
Optimis;Low;Moderate;Win
Optimis;Moderate;Low;Win
Moderate;Optimis;Low;Win
Optimis;Optimis;Optimis;Win
Low;Low;Low;Win
Low;Low;Moderate;Win
Low;Low;Optimis;Lose
Low;Moderate;Moderate;Win
Low;Moderate;Optimis;Lose
Low;Moderate;Low;Win
Low;Optimis;Optimis;Win
Low;Optimis;Moderate;Win
Low;Optimis;Low;Win
Moderate;Optimis;Optimis;Lose
Moderate;Optimis;Moderate;Lose
Moderate;Optimis;Low;Win
Moderate;Moderate;Moderate;Win
Moderate;Moderate;Optimis;Win
Moderate;Moderate;Low;Win
Moderate;Low;Low;Win
Moderate;Low;Optimis;Lose
Moderate;Low;Moderate;Lose
Optimis;Optimis;Optimis;Lose
Optimis;Optimis;Moderate;Win
Optimis;Optimis;Low;Win
Optimis;Moderate;Optimis;Lose
Optimis;Moderate;Moderate;Win
Optimis;Moderate;Low;Win
Optimis;Low;Optimis;Lose
Optimis;Low;Low;Win
Optimis;Low;Moderate;Win
Optimis;Moderate;Low;Win
Moderate;Optimis;Low;Win
Optimis;Optimis;Optimis;Win
Low;Low;Low;Win
Low;Low;Moderate;Win
Low;Low;Optimis;Lose
Low;Moderate;Moderate;Win
Low;Moderate;Optimis;Lose
Low;Moderate;Low;Win
Low;Optimis;Optimis;Win
Low;Optimis;Moderate;Win
Low;Optimis;Low;Win
Moderate;Optimis;Optimis;Lose
Moderate;Optimis;Moderate;Lose
Moderate;Optimis;Low;Win
Moderate;Moderate;Moderate;Win
Moderate;Moderate;Optimis;Win
Moderate;Moderate;Low;Win
Moderate;Low;Low;Win
Moderate;Low;Optimis;Lose
Moderate;Low;Moderate;Lose
Optimis;Optimis;Optimis;Lose
Optimis;Optimis;Moderate;Win
Optimis;Optimis;Low;Win
Optimis;Moderate;Optimis;Lose
Optimis;Moderate;Moderate;Win
Optimis;Moderate;Low;Win
Optimis;Low;Optimis;Lose
Optimis;Low;Low;Win
Optimis;Low;Moderate;Win
Optimis;Moderate;Low;Win
Moderate;Optimis;Low;Win
Optimis;Optimis;Optimis;Win
Low;Low;Low;Win
Low;Low;Moderate;Win
Low;Low;Optimis;Lose
Low;Moderate;Moderate;Win
Low;Moderate;Optimis;Lose
Low;Moderate;Low;Win
Low;Optimis;Optimis;Win
Low;Optimis;Moderate;Win
Low;Optimis;Low;Win
Moderate;Optimis;Optimis;Lose
